Geo Point;Geo Shape;id_sir_gp_ecrase_faune;axe;cumuld;plod;absd;date_releve;espece;commune;commentaires;animal_vivant;nb_individus;date_creation;date_modif;source_releve
44.8237822626,5.7726069654;"{""type"": ""Point"", ""coordinates"": [5.77260696540313, 44.82378226257271]}";1329;D66E;830;0;830;2017-03-08;Ecureuil roux;Mens;;NON;1;2020-03-05;2020-03-05;D38
45.8007565958,5.2834311788;"{""type"": ""Point"", ""coordinates"": [5.283431178800308, 45.80075659579951]}";1200;D65;14907;15;0;2017-07-26;Renard roux;Hyères sur Amby;;NON;1;2019-04-30;2020-03-05;D38
45.2190745096,5.4503590883;"{""type"": ""Point"", ""coordinates"": [5.45035908829608, 45.219074509580224]}";801;D35;1042;1;50;2016-05-09;Blaireau européen;L'Albenc;;NON;1;2018-04-04;2020-03-05;D38
45.2363543078,5.30571306665;"{""type"": ""Point"", ""coordinates"": [5.305713066649886, 45.236354307829984]}";764;D71;15375;24;50;2016-01-29;Renard roux;Murinais;;OUI;1;2018-04-04;2020-03-05;D38
45.5406459979,5.52760631243;"{""type"": ""Point"", ""coordinates"": [5.527606312426284, 45.540645997905926]}";500;D1006;41567;40;200;2014-10-23;Chevreuil européen;St André le Gaz;;;;2015-03-10;2020-03-05;D38
45.716389356,5.2243158733;"{""type"": ""Point"", ""coordinates"": [5.22431587330134, 45.716389355974826]}";2820;D75;35652;35;500;2019-05-22;Ragondin;Villemoirieu;;NON;1;2020-09-07;2020-09-07;D38
44.7991396775,5.75477922937;"{""type"": ""Point"", ""coordinates"": [5.754779229370393, 44.79913967752864]}";1489;D66;22084;22;200;2019-08-14;Chevreuil européen;Saint-Baudille-et-Pipet;;NON;1;2020-03-05;2020-03-05;D38
45.0645447474,5.39828443938;"{""type"": ""Point"", ""coordinates"": [5.398284439383736, 45.064544747369105]}";777;D531;11565;13;300;2016-02-12;Blaireau européen;Choranche;;NON;1;2018-04-04;2020-03-05;D38
45.7662539268,5.10356368725;"{""type"": ""Point"", ""coordinates"": [5.103563687247282, 45.76625392678217]}";694;D517;1305;1;300;2016-02-15;Autres;VILLETTE D'ANTHON;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.4297048916,5.71520879035;"{""type"": ""Point"", ""coordinates"": [5.715208790347583, 45.42970489160205]}";1297;D49;16096;17;0;2019-02-06;Blaireau européen;Miribelle les Echelles;;NON;1;2019-10-24;2020-03-05;D38
45.7987839343,5.40006207025;"{""type"": ""Point"", ""coordinates"": [5.400062070247667, 45.7987839342602]}";407;D1075;12772;7;0;;Chevreuil européen;Montalieu-Vercieu;;;;2015-03-10;2020-03-05;D38
45.1094945523,5.3243988177;"{""type"": ""Point"", ""coordinates"": [5.324398817702158, 45.10949455225882]}";810;D518;82287;82;100;2016-06-10;Mammifère indéterminé;St Romans;Lapin de garenne;NON;1;2018-04-04;2020-03-05;D38
45.1198254083,5.56990145399;"{""type"": ""Point"", ""coordinates"": [5.569901453990336, 45.119825408326996]}";1238;D106;29563;29;800;2017-04-04;Ecureuil roux;Lans en Vercors;;NON;1;2019-04-30;2020-03-05;D38
45.1426477535,5.59443352411;"{""type"": ""Point"", ""coordinates"": [5.594433524107012, 45.14264775353045]}";51;D531;40167;42;0;2009-04-24;Oiseau sp;Lans-en-Vercors;Lolette - Oiseau ?;;;2012-12-03;2020-03-05;D38
44.8138353987,5.62959012221;"{""type"": ""Point"", ""coordinates"": [5.629590122212613, 44.81383539874207]}";1344;D1075;145894;139;600;2017-05-16;Sanglier;Clelles;;NON;1;2020-03-05;2020-03-05;D38
45.0817265562,5.53288104907;"{""type"": ""Point"", ""coordinates"": [5.532881049072018, 45.08172655620539]}";9;D531;27466;29;300;2009-03-03;Blaireau européen;Villard-de-Lans;Fenat;;;2012-12-03;2020-03-05;D38
44.9151482143,5.81446514124;"{""type"": ""Point"", ""coordinates"": [5.814465141235871, 44.91514821425399]}";1149;D26;2250;2;300;2018-01-04;Chevreuil européen;nante en rattier;Chevreuil;OUI;1;2019-02-18;2020-03-05;D38
45.4656448379,4.79002021974;"{""type"": ""Point"", ""coordinates"": [4.790020219742793, 45.46564483786611]}";511;D4;13677;13;800;2015-04-22;Sanglier;Chonas-l'Amballan;;Non;1;2015-11-09;2020-03-05;D38
45.4657993245,5.55535510438;"{""type"": ""Point"", ""coordinates"": [5.555355104382962, 45.46579932445221]}";951;D90;2006;2;0;2016-02-25;Grenouille rousse;Montferrat;;OUI;7;2018-04-04;2020-03-05;D38
45.716389356,5.2243158733;"{""type"": ""Point"", ""coordinates"": [5.22431587330134, 45.716389355974826]}";1226;D75;35652;35;500;2018-11-02;Chevreuil européen;Villemoirieu;;NON;1;2019-04-30;2020-03-05;D38
45.2431111411,5.50908477245;"{""type"": ""Point"", ""coordinates"": [5.509084772445307, 45.243111141121375]}";352;D1532;31062;29;500;2014-05-06;Blaireau européen;La Rivière;;;;2015-03-10;2020-03-05;D38
45.2932707111,5.58494233801;"{""type"": ""Point"", ""coordinates"": [5.584942338009069, 45.29327071109388]}";992;D1532;39751;38;211;2016-07-27;Renard roux;St Quentin sur Isère;;NON;1;2018-04-04;2020-03-05;D38
45.3395700331,5.66291402544;"{""type"": ""Point"", ""coordinates"": [5.662914025444471, 45.339570033056695]}";167;D520A;2958;2;950;2012-11-19;Sanglier;Saint-Julien-de-Raz;;;;2013-04-08;2020-03-05;D38
45.7640262332,5.40386891487;"{""type"": ""Point"", ""coordinates"": [5.403868914869205, 45.76402623319346]}";405;D1075;16775;11;0;;Sanglier;Courtenay;;;;2015-03-10;2020-03-05;D38
45.3348962647,5.56112908539;"{""type"": ""Point"", ""coordinates"": [5.561129085387181, 45.33489626473132]}";1124;D1085;42680;42;660;2018-05-25;Chevreuil européen;Moirans;;NON;1;2019-02-14;2020-03-05;D38
44.9561908715,5.65491374602;"{""type"": ""Point"", ""coordinates"": [5.654913746024855, 44.95619087154473]}";1322;D110;4013;4;130;2017-02-17;Blaireau européen;SINARD;;NON;1;2020-03-05;2020-03-05;D38
45.7602529924,5.12671049705;"{""type"": ""Point"", ""coordinates"": [5.126710497050646, 45.76025299244991]}";381;D517;3500;3;500;2014-03-26;Rapace indéterminé;Janneyrias;Chouette Hulotte;;;2015-03-10;2020-03-05;D38
44.8179351759,5.6288899917;"{""type"": ""Point"", ""coordinates"": [5.628889991701507, 44.81793517587811]}";1401;D1075;145394;139;100;2018-03-24;Chevreuil européen;Clelles;;NON;1;2020-03-05;2020-03-05;D38
45.5219754146,4.9069051626;"{""type"": ""Point"", ""coordinates"": [4.906905162600607, 45.5219754145593]}";1040;D41;2941;2;990;2016-12-11;Renard roux;;;NON;1;2019-02-14;2020-03-05;D38
45.3784955838,5.56493927941;"{""type"": ""Point"", ""coordinates"": [5.56493927940646, 45.37849558376695]}";1001;D520;32356;32;150;2016-10-07;Martre;Voiron;;NON;1;2018-04-04;2020-03-05;D38
45.2762248017,5.61816990271;"{""type"": ""Point"", ""coordinates"": [5.618169902710732, 45.27622480167912]}";1126;D1532;44715;43;200;2018-06-01;Castor d'Europe;Veurey;;NON;1;2019-02-14;2020-03-05;D38
45.1426477535,5.59443352411;"{""type"": ""Point"", ""coordinates"": [5.594433524107012, 45.14264775353045]}";49;D531;40167;42;0;2009-02-02;Blaireau européen;Lans-en-Vercors;Lolette;;;2012-12-03;2020-03-05;D38
45.6934235759,5.3944794746;"{""type"": ""Point"", ""coordinates"": [5.394479474601383, 45.6934235758744]}";2788;D517;30331;30;200;2019-08-01;Blaireau européen;SERMERIEU;;NON;1;2020-09-07;2020-09-07;D38
45.7054768946,5.39381074676;"{""type"": ""Point"", ""coordinates"": [5.393810746757238, 45.705476894558366]}";2772;D522;34053;35;0;2019-02-20;Lièvre d'Europe;SOLEYMIEU;;NON;1;2020-09-07;2020-09-07;D38
45.3562717684,5.9838606944;"{""type"": ""Point"", ""coordinates"": [5.983860694397806, 45.356271768377795]}";188;D523;27786;27;800;2012-07-02;Sanglier;Le Cheylas;Marcassin;;;2014-04-02;2020-03-05;D38
45.3795889838,5.96655233897;"{""type"": ""Point"", ""coordinates"": [5.96655233897082, 45.37958898375525]}";186;D1090;30980;30;30;2012-05-29;Hérisson d'Europe;Sainte-Marie-d'Alloix;Le petit Saint-Vincent;;;2014-04-02;2020-03-05;D38
45.6846010893,5.45929146443;"{""type"": ""Point"", ""coordinates"": [5.459291464428674, 45.68460108933946]}";2745;D1075;27814;22;0;2017-02-21;Buse variable;VEYRINS THUELLIN;;NON;1;2020-09-07;2020-09-07;D38
44.9573108046,5.65444645049;"{""type"": ""Point"", ""coordinates"": [5.654446450487901, 44.95731080455456]}";1464;D110;3883;4;0;2019-04-17;Mammifère indéterminé;SINARD;CHAT DOMESTIQUE;NON;1;2020-03-05;2020-03-05;D38
45.4158751331,5.70398870495;"{""type"": ""Point"", ""coordinates"": [5.703988704953518, 45.41587513305833]}";220;D28;25706;25;600;2013-03-07;Blaireau européen;Miribel-les-Échelles;;;;2014-04-02;2020-03-05;D38
44.8030644078,5.63664271428;"{""type"": ""Point"", ""coordinates"": [5.636642714280645, 44.80306440779021]}";876;D1075;147566;141;400;2016-08-02;Hérisson d'Europe;Le Percy;;NON;1;2018-04-04;2020-03-05;D38
44.8184306942,5.62783307152;"{""type"": ""Point"", ""coordinates"": [5.627833071524081, 44.81843069423224]}";863;D1075;145294;139;0;2016-04-30;Autres;Clelles;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.794050908,5.30527156096;"{""type"": ""Point"", ""coordinates"": [5.305271560956362, 45.794050908003825]}";1207;D52A;4945;5;0;2017-10-11;Chevreuil européen;Hyères sur Amby;;NON;1;2019-04-30;2020-03-05;D38
44.8146599813,5.63009405954;"{""type"": ""Point"", ""coordinates"": [5.630094059540759, 44.814659981323615]}";1343;D1075;145794;139;500;2017-05-15;Sanglier;Clelles;;NON;1;2020-03-05;2020-03-05;D38
45.5775936509,5.33268633197;"{""type"": ""Point"", ""coordinates"": [5.332686331973735, 45.57759365087356]}";447;D1006;24799;23;800;2014-12-09;Sanglier;;;;;2015-03-10;2020-03-05;D38
45.371552561,5.57042640595;"{""type"": ""Point"", ""coordinates"": [5.570426405948119, 45.371552561046755]}";974;D1076;1885;1;880;2016-04-18;Hérisson d'Europe;Voiron;;NON;1;2018-04-04;2020-03-05;D38
45.66877465,5.43713643105;"{""type"": ""Point"", ""coordinates"": [5.437136431054726, 45.668774649957484]}";686;D244;2980;3;0;2016-12-06;Chevreuil européen;SERMERIEU;;NON;1;2018-04-04;2020-03-05;D38
44.8289847497,5.66262713146;"{""type"": ""Point"", ""coordinates"": [5.662627131462576, 44.82898474974507]}";868;D526;4972;5;0;2016-06-29;Ecureuil roux;Clelles;;NON;1;2018-04-04;2020-03-05;D38
45.2040719523,5.63231307263;"{""type"": ""Point"", ""coordinates"": [5.632313072630609, 45.20407195228826]}";1284;D531;48112;50;0;2017-11-21;Chevreuil européen;Engins;;NON;1;2019-04-30;2020-03-05;D38
45.8279567886,5.31805383408;"{""type"": ""Point"", ""coordinates"": [5.318053834084593, 45.82795678858451]}";1209;D65;18988;19;100;2018-01-15;Sanglier;La Balme;;NON;1;2019-04-30;2020-03-05;D38
44.9640756748,5.63768883437;"{""type"": ""Point"", ""coordinates"": [5.637688834371516, 44.96407567478233]}";1315;D1075;121953;115;500;2017-01-31;Martre;ST MARTIN DE LA CLUZE;;NON;1;2020-03-05;2020-03-05;D38
45.7640262332,5.40386891487;"{""type"": ""Point"", ""coordinates"": [5.403868914869205, 45.76402623319346]}";406;D1075;16775;11;0;;Chevreuil européen;Courtenay;;;;2015-03-10;2020-03-05;D38
45.0840955898,5.55385416663;"{""type"": ""Point"", ""coordinates"": [5.553854166632858, 45.08409558983477]}";16;D531;32483;34;301;2008-12-08;Chevreuil européen;Villard-de-Lans;Centrale EDF;;;2012-12-03;2020-03-05;D38
45.0796408288,5.23208644788;"{""type"": ""Point"", ""coordinates"": [5.232086447875695, 45.07964082878903]}";758;D21A;1680;1;700;2016-01-27;Renard roux;St Hilaire du Rosier;;OUI;1;2018-04-04;2020-03-05;D38
45.3721650979,5.57022075075;"{""type"": ""Point"", ""coordinates"": [5.570220750754533, 45.37216509791373]}";153;D1076;1815;1;810;2012-08-20;Blaireau européen;Voiron;;;;2013-04-05;2020-03-05;D38
45.3908730699,5.57213718204;"{""type"": ""Point"", ""coordinates"": [5.572137182041454, 45.39087306991825]}";1084;D1075;67190;60;1010;2017-04-23;Sanglier;Voiron;;NON;1;2019-02-14;2020-03-05;D38
45.3149276555,5.60569381663;"{""type"": ""Point"", ""coordinates"": [5.605693816633646, 45.31492765548568]}";206;D121A;475;0;475;2013-01-30;Renard roux;Voreppe;;;;2014-04-02;2020-03-05;D38
45.2839884576,5.54978382373;"{""type"": ""Point"", ""coordinates"": [5.549783823731834, 45.28398845759057]}";1007;D1532;36791;35;250;2016-10-27;Blaireau européen;St Quentin sur Isère;;NON;1;2018-04-04;2020-03-05;D38
45.7602529924,5.12671049705;"{""type"": ""Point"", ""coordinates"": [5.126710497050646, 45.76025299244991]}";380;D517;3500;3;500;2014-04-14;Blaireau européen;Janneyrias;;;;2015-03-10;2020-03-05;D38
45.3472164627,5.47114660094;"{""type"": ""Point"", ""coordinates"": [5.471146600941839, 45.347216462703514]}";1085;D1085;35041;35;0;2017-04-28;Blaireau européen;Beaucroissant;;NON;1;2019-02-14;2020-03-05;D38
44.8496533823,5.79588059847;"{""type"": ""Point"", ""coordinates"": [5.795880598474971, 44.84965338233461]}";1414;D227;1594;1;620;2018-06-18;Blaireau européen;Saint-Sébastien;;NON;1;2020-03-05;2020-03-05;D38
45.4656448379,4.79002021974;"{""type"": ""Point"", ""coordinates"": [4.790020219742793, 45.46564483786611]}";1045;D4;13677;13;800;2017-04-24;Fouine;chonas l'amballan;;NON;1;2019-02-14;2020-03-05;D38
45.3215249738,5.59636976894;"{""type"": ""Point"", ""coordinates"": [5.59636976894404, 45.32152497380814]}";330;D1085;45957;45;910;2014-08-26;Autres;Moirans;Ragondin;;;2015-03-10;2020-03-05;D38
44.8476022774,5.96240950691;"{""type"": ""Point"", ""coordinates"": [5.962409506908193, 44.84760227743529]}";1159;D212C;11359;11;500;2018-06-26;Autres;la salette;Lièvre;OUI;1;2019-02-18;2020-03-05;D38
45.3224000411,5.62161200185;"{""type"": ""Point"", ""coordinates"": [5.62161200184874, 45.322400041089224]}";1083;D1075;77628;71;0;2017-04-15;Sanglier;La Buisse;;NON;1;2019-02-14;2020-03-05;D38
45.064392694,5.26829256859;"{""type"": ""Point"", ""coordinates"": [5.268292568590838, 45.06439269395639]}";805;D1532;1790;1;200;2016-05-27;Mammifère indéterminé;St Juste de Claix;Lapin de garenne;NON;1;2018-04-04;2020-03-05;D38
45.362933165,5.62153196451;"{""type"": ""Point"", ""coordinates"": [5.621531964511125, 45.36293316500622]}";314;D128;7253;7;266;2014-05-28;Renard roux;Coublevie;;;;2015-03-10;2020-03-05;D38
44.8231429769,5.62021017204;"{""type"": ""Point"", ""coordinates"": [5.620210172044308, 44.823142976866194]}";1379;D1075;144464;137;900;2017-10-12;Chevreuil européen;Clelles;;NON;1;2020-03-05;2020-03-05;D38
44.9449200509,5.76109303004;"{""type"": ""Point"", ""coordinates"": [5.761093030035306, 44.944920050934265]}";622;D529;23123;23;500;2016-01-19;Chevreuil européen;Pierre-Châtel;;NON;1;2016-03-08;2020-03-05;D38
45.6210190733,5.27910251142;"{""type"": ""Point"", ""coordinates"": [5.279102511417521, 45.6210190732813]}";533;D522;20095;20;969;2015-01-15;Renard roux;Bourgoin-Jallieu;Renard;NON;1;2016-03-08;2021-04-20;D38
45.7576535915,5.46071729198;"{""type"": ""Point"", ""coordinates"": [5.460717291976377, 45.75765359147919]}";2771;D14A;1481;1;500;2019-02-20;Lièvre d'Europe;CREYS MEPIEU;;NON;1;2020-09-07;2020-09-07;D38
45.471402389,5.56515925137;"{""type"": ""Point"", ""coordinates"": [5.565159251374656, 45.47140238904475]}";1010;D90;1002;1;0;2016-12-12;Oiseau de petit taille indéterminé;Montferrat;Faisan;NON;1;2018-04-04;2020-03-05;D38
45.0879161899,5.55493179803;"{""type"": ""Point"", ""coordinates"": [5.554931798029552, 45.087916189905904]}";29;D531;32917;34;735;2012-03-29;Oiseau sp;Villard-de-Lans;Les Geymonds - Faisan;;;2012-12-03;2020-03-05;D38
45.2826170478,5.62398441472;"{""type"": ""Point"", ""coordinates"": [5.623984414719048, 45.28261704779325]}";980;D3;1525;1;400;2016-05-25;Renard roux;Voreppe;;NON;1;2018-04-04;2020-03-05;D38
44.9345757765,5.97200709978;"{""type"": ""Point"", ""coordinates"": [5.972007099782949, 44.93457577645814]}";725;D526;47029;47;200;2016-01-16;Fouine;Le Perier;;NON;1;2018-04-04;2020-03-05;D38
45.497157021,5.49135062831;"{""type"": ""Point"", ""coordinates"": [5.491350628308336, 45.49715702098981]}";478;D73;6971;7;0;2014-03-11;Blaireau européen;Chelieu;;;;2015-03-10;2020-03-05;D38
45.1623925873,5.32026569408;"{""type"": ""Point"", ""coordinates"": [5.320265694076185, 45.16239258727713]}";789;D518;74528;75;0;2016-03-12;Hérisson d'Europe;St Marcellin;;NON;1;2018-04-04;2020-03-05;D38
45.6901817448,5.38124405624;"{""type"": ""Point"", ""coordinates"": [5.381244056241176, 45.69018174480122]}";2749;D517;29143;29;0;2017-04-04;Blaireau européen;SABLONNIERE;;NON;1;2020-09-07;2020-09-07;D38
45.3206448865,5.49282453151;"{""type"": ""Point"", ""coordinates"": [5.492824531511, 45.320644886496126]}";1295;D45;6542;7;270;2019-01-27;Chevreuil européen;Renage;;NON;1;2019-10-24;2020-03-05;D38
45.4717674186,5.68813323776;"{""type"": ""Point"", ""coordinates"": [5.688133237762328, 45.47176741856999]}";941;D49C;16121;16;100;2016-02-16;Blaireau européen;St Bueil;;OUI;1;2018-04-04;2020-03-05;D38
45.2486385814,5.51551687628;"{""type"": ""Point"", ""coordinates"": [5.515516876276793, 45.248638581388256]}";749;D1532;31866;30;300;2016-01-15;Renard roux;St Quentin sur Isère;;NON;1;2018-04-04;2020-03-05;D38
45.1459821307,5.44145665493;"{""type"": ""Point"", ""coordinates"": [5.441456654925029, 45.1459821306719]}";808;D22;22939;23;164;2016-06-01;Autres;Malleval en Vercors;Lièvre;OUI;1;2018-04-04;2020-03-05;D38
44.8042204323,5.75060120839;"{""type"": ""Point"", ""coordinates"": [5.750601208386278, 44.80422043227648]}";1422;D66;21363;21;430;2018-07-18;Reptile indéterminé;Mens;Vipère;NON;1;2020-03-05;2020-03-05;D38
45.3380999621,5.56040825631;"{""type"": ""Point"", ""coordinates"": [5.560408256308401, 45.33809996209685]}";984;D592;200;0;200;2016-06-01;Blaireau européen;Moirans;;NON;1;2018-04-04;2020-03-05;D38
44.8378478457,5.72028422443;"{""type"": ""Point"", ""coordinates"": [5.720284224431158, 44.83784784565239]}";911;D34;14631;14;500;2016-07-25;Blaireau européen;Cornillon-en-Trièves;;NON;1;2018-04-04;2020-03-05;D38
45.3884140879,5.57364222725;"{""type"": ""Point"", ""coordinates"": [5.573642227247682, 45.38841408790149]}";308;D1075;67508;61;289;2014-04-15;Renard roux;Voiron;;;;2015-03-10;2020-03-05;D38
45.4319175577,5.79820943053;"{""type"": ""Point"", ""coordinates"": [5.798209430525386, 45.43191755766883]}";1113;D520C;5421;5;395;2018-04-09;Renard roux;St Christophe sur Guiers;;NON;1;2019-02-14;2020-03-05;D38
45.1525299329,5.26977859896;"{""type"": ""Point"", ""coordinates"": [5.269778598962374, 45.15252993291322]}";786;D27;4004;4;400;2016-03-09;Blaireau européen;Chat forestierte;;OUI;1;2018-04-04;2020-03-05;D38
44.7547694931,5.68141790827;"{""type"": ""Point"", ""coordinates"": [5.681417908267075, 44.75476949314359]}";1359;D66;33646;33;800;2017-07-30;Cerf élaphe;Lalley;;NON;1;2020-03-05;2020-03-05;D38
45.3741310509,5.65907684009;"{""type"": ""Point"", ""coordinates"": [5.659076840089991, 45.37413105093]}";155;D520;40297;40;100;2012-09-24;Blaireau européen;Saint-Étienne-de-Crossey;;;;2013-04-05;2020-03-05;D38
44.9423672158,5.64717921775;"{""type"": ""Point"", ""coordinates"": [5.647179217751516, 44.94236721576183]}";1423;D110F;1006;1;0;2018-07-20;Renard roux;SINARD;;NON;1;2020-03-05;2020-03-05;D38
45.411337736,5.55885135239;"{""type"": ""Point"", ""coordinates"": [5.558851352388452, 45.41133773595386]}";1302;D1075;64629;58;430;2019-08-08;Hérisson d'Europe;Chirens;;NON;1;2019-10-24;2020-03-05;D38
45.8201281438,5.31007606283;"{""type"": ""Point"", ""coordinates"": [5.310076062834155, 45.82012814376999]}";388;D65;17913;18;0;2014-03-19;Blaireau européen;Hières sur Amby;;;;2015-03-10;2020-03-05;D38
44.7812887757,5.91951584865;"{""type"": ""Point"", ""coordinates"": [5.919515848650205, 44.7812887756744]}";739;D217B;1975;2;0;2016-12-01;Loup;monestier d'ambel;;OUI;1;2018-04-04;2020-03-05;D38
45.4411718565,5.6149872997;"{""type"": ""Point"", ""coordinates"": [5.614987299703618, 45.44117185652408]}";1148;D82;4476;4;500;2018-11-06;Chevreuil européen;St Sulpice;;NON;1;2019-02-14;2020-03-05;D38
45.4884307946,5.14896965123;"{""type"": ""Point"", ""coordinates"": [5.148969651234783, 45.488430794642966]}";547;D518;25058;25;0;2015-09-15;Renard roux;Saint-Jean-de-Bournay;Renard;NON;1;2016-03-08;2020-03-05;D38
44.9130463756,5.66064436405;"{""type"": ""Point"", ""coordinates"": [5.660644364046308, 44.913046375589985]}";1474;D110B;5074;5;100;2019-06-18;Chevreuil européen;TREFFORT;;NON;1;2020-03-05;2020-03-05;D38
45.1086638311,5.56509789721;"{""type"": ""Point"", ""coordinates"": [5.565097897207147, 45.10866383112624]}";653;D531;35398;37;200;2015-10-13;Chevreuil européen;Lans-en-Vercors;;NON;1;2016-03-08;2020-03-05;D38
45.4923143699,5.62643910199;"{""type"": ""Point"", ""coordinates"": [5.626439101985389, 45.49231436985673]}";319;D28D;300;0;300;2014-06-07;Blaireau européen;Velanne;;;;2015-03-10;2020-03-05;D38
45.1068178314,5.52936070936;"{""type"": ""Point"", ""coordinates"": [5.529360709362553, 45.10681783141779]}";1231;D106;41522;42;0;2017-01-31;Cerf élaphe;Méaudre;;NON;1;2019-04-30;2020-03-05;D38
45.6681554124,5.43924168246;"{""type"": ""Point"", ""coordinates"": [5.439241682463877, 45.668155412420205]}";396;D244;2801;2;800;;Chevreuil européen;Sermerieu;;;;2015-03-10;2020-03-05;D38
45.2933929972,5.61457087675;"{""type"": ""Point"", ""coordinates"": [5.614570876745164, 45.2933929972464]}";258;D1532;42779;41;200;2013-10-06;sanglier;Veurey-Voroize;;;;2014-04-02;2020-03-05;D38
45.3420042093,5.61107261079;"{""type"": ""Point"", ""coordinates"": [5.61107261078935, 45.342004209254526]}";1013;D1075;75089;68;430;2016-12-21;Sanglier;La Buisse;;NON;2;2018-04-04;2020-03-05;D38
45.3928621091,5.57078778327;"{""type"": ""Point"", ""coordinates"": [5.570787783269834, 45.39286210910393]}";209;D1075;66945;60;765;2013-02-13;Blaireau européen;Voiron;;;;2014-04-02;2020-03-05;D38
44.8438440512,5.81531418384;"{""type"": ""Point"", ""coordinates"": [5.815314183837874, 44.84384405115014]}";1448;D66;12673;12;700;2019-01-25;Blaireau européen;Cordéac;;NON;1;2020-03-05;2020-03-05;D38
45.0493869186,5.54309872464;"{""type"": ""Point"", ""coordinates"": [5.543098724638904, 45.0493869185785]}";1270;D215;3126;2;1145;2017-08-04;Renard roux;Villard de Lans;;NON;1;2019-04-30;2021-08-05;D38
45.2841669495,5.61695848725;"{""type"": ""Point"", ""coordinates"": [5.616958487253147, 45.28416694945583]}";944;D1532;43824;42;300;2016-02-17;Castor d'Europe;Veurey;;NON;1;2018-04-04;2020-03-05;D38
45.1734135127,5.42491588067;"{""type"": ""Point"", ""coordinates"": [5.424915880666885, 45.17341351266136]}";752;D22;13963;14;200;2016-01-22;Ecureuil roux;Cognin les Gorges;;NON;1;2018-04-04;2020-03-05;D38
45.6181732032,5.51836912576;"{""type"": ""Point"", ""coordinates"": [5.518369125760365, 45.61817320320833]}";2750;D16H;1496;1;500;2017-04-05;Hérisson d'Europe;VEYRINS THUELLIN;;NON;1;2020-09-07;2020-09-07;D38
45.1566768161,5.60683845026;"{""type"": ""Point"", ""coordinates"": [5.606838450263335, 45.156676816117475]}";1272;D531;42181;44;0;2017-08-18;Martre;Engins;;NON;1;2019-04-30;2020-03-05;D38
45.4663416943,5.65382372094;"{""type"": ""Point"", ""coordinates"": [5.653823720936803, 45.466341694299864]}";304;D82;8745;8;500;2014-03-22;Renard roux;St Geoire en Valdaine;;;;2015-03-10;2020-03-05;D38
45.3832053796,5.57432970626;"{""type"": ""Point"", ""coordinates"": [5.574329706258879, 45.3832053795967]}";973;D1076;500;0;500;2016-04-16;Blaireau européen;Voiron;;NON;1;2018-04-04;2020-03-05;D38
45.6883756361,5.2627073438;"{""type"": ""Point"", ""coordinates"": [5.262707343799418, 45.6883756361191]}";2830;D18G;1101;1;100;2019-12-28;Blaireau européen;Moras;;NON;1;2020-09-07;2020-09-07;D38
45.1426477535,5.59443352411;"{""type"": ""Point"", ""coordinates"": [5.594433524107012, 45.14264775353045]}";1230;D531;40167;42;0;2017-01-09;Renard roux;Lans en Vercors;;NON;1;2019-04-30;2020-03-05;D38
45.3337369961,5.58319997999;"{""type"": ""Point"", ""coordinates"": [5.583199979994689, 45.33373699614391]}";921;D128B;1002;1;0;2015-12-08;Renard roux;St Jean de Moirans;;NON;1;2018-04-04;2020-03-05;D38
45.3680214013,5.02787141273;"{""type"": ""Point"", ""coordinates"": [5.027871412727091, 45.36802140129814]}";555;D538;24975;25;0;2014-06-02;Renard roux;Revel-Tourdan;renardeau;NON;1;2016-03-08;2020-03-05;D38
45.4796801416,4.99066874168;"{""type"": ""Point"", ""coordinates"": [4.990668741678161, 45.47968014162945]}";513;D41;11597;11;700;2015-05-29;Amphibien indéterminé;Eyzin-Pinet;;Non;8;2015-11-09;2020-03-05;D38
45.081411025,5.55389906329;"{""type"": ""Point"", ""coordinates"": [5.553899063287237, 45.08141102498728]}";1254;D531;32182;34;0;2017-05-31;Chevreuil européen;Lans en Vercors;;NON;1;2019-04-30;2020-03-05;D38
44.7767330831,5.65660289658;"{""type"": ""Point"", ""coordinates"": [5.656602896576903, 44.776733083091656]}";889;D1075;152829;147;0;2016-08-02;Blaireau européen;Monestier-du-Percy;;NON;1;2018-04-04;2020-03-05;D38
45.4856586356,5.52351263148;"{""type"": ""Point"", ""coordinates"": [5.523512631478415, 45.48565863560148]}";496;D17C;2483;2;500;2014-09-22;Blaireau européen;Valencogne;;;;2015-03-10;2020-03-05;D38
45.596390873,5.29291845688;"{""type"": ""Point"", ""coordinates"": [5.292918456884893, 45.596390873013554]}";432;D143C;5207;5;200;2014-08-13;Autres;;Lérot;;;2015-03-10;2020-03-05;D38
44.8164386235,5.63020842021;"{""type"": ""Point"", ""coordinates"": [5.630208420207023, 44.81643862348602]}";1408;D1075;145594;139;300;2018-06-01;Autres;Clelles;Lièvre;NON;1;2020-03-05;2020-03-05;D38
44.8277083991,5.62133304168;"{""type"": ""Point"", ""coordinates"": [5.621333041680814, 44.82770839906772]}";874;D526;1020;1;0;2016-07-27;Blaireau européen;Clelles;;NON;1;2018-04-04;2020-03-05;D38
44.8323523718,5.60560568008;"{""type"": ""Point"", ""coordinates"": [5.605605680080639, 44.83235237175067]}";1479;D1075;142748;136;0;2019-07-08;Autres;Clelles;Lièvre;NON;1;2020-03-05;2020-03-05;D38
